site_code,collection_date,family,lowest_taxon,L_mu_com,L_mu_fam,L_mu_spe
WM,2017-12-02,Leuciscidae,P. vigilax,57.8541884057971,44.16769811320755,44.625
WM,2018-02-09,Pecidae,E. gracile,69.92087096774193,47.333333333333336,47.333333333333336
WM,2018-02-09,Poeciliidae,G. affinis,69.92087096774193,29,29
WM,2018-02-09,Ictaluridae,I. punctatus,69.92087096774193,165.39866666666666,107.11800000000001
WM,2018-02-09,Centrarchidae,L. cyanellus,69.92087096774193,70.99562162162162,66.539
WM,2018-02-09,Centrarchidae,L. gulosus,69.92087096774193,70.99562162162162,69.14285714285714
WM,2018-02-09,Centrarchidae,L. humilis,69.92087096774193,70.99562162162162,76.886
WM,2018-02-09,Centrarchidae,L. macrochirus,69.92087096774193,70.99562162162162,63.14666666666667
WM,2018-02-09,Centrarchidae,L. megalotis,69.92087096774193,70.99562162162162,74.67777777777778
WM,2018-02-09,Lepisosteidae,L. oculatus,69.92087096774193,465,465
WM,2018-02-09,Leuciscidae,N. texanus,69.92087096774193,45.612,46.620000000000005
WM,2018-02-09,Ictaluridae,P. olivaris,69.92087096774193,165.39866666666666,281.96
WM,2018-02-09,Leuciscidae,P. vigilax,69.92087096774193,45.612,44.1
WM,2018-03-02,Leuciscidae,C. lutrensis,64.72985185185185,52.1212,48.928
WM,2018-03-02,Pecidae,E. gracile,64.72985185185185,48,48
WM,2018-03-02,Poeciliidae,G. affinis,64.72985185185185,35.90909090909091,35.90909090909091
WM,2018-03-02,Ictaluridae,I. punctatus,64.72985185185185,59.510000000000005,59.510000000000005
WM,2018-03-02,Centrarchidae,L. cyanellus,64.72985185185185,70.8672,66.11733333333333
WM,2018-03-02,Centrarchidae,L. gulosus,64.72985185185185,70.8672,70.25
WM,2018-03-02,Centrarchidae,L. macrochirus,64.72985185185185,70.8672,69.40444444444445
WM,2018-03-02,Centrarchidae,L. megalotis,64.72985185185185,70.8672,72.38
WM,2018-03-02,Centrarchidae,L. microlophus,64.72985185185185,70.8672,83
WM,2018-03-02,Lepisosteidae,L. oculatus,64.72985185185185,378.5,378.5
WM,2018-03-02,Atherinopsidae,M. beryllina,64.72985185185185,74.34,74.34
WM,2018-03-02,Centrarchidae,P. annularis,64.72985185185185,70.8672,136.488
WM,2018-03-02,Leuciscidae,P. vigilax,64.72985185185185,52.1212,54.25
WM,2018-03-31,Leuciscidae,C. lutrensis,39.12960606060606,52.1146,56.712
WM,2018-03-31,Leuciscidae,C. venusta,39.12960606060606,52.1146,65.3905
WM,2018-03-31,Pecidae,E. gracile,39.12960606060606,35.2,35.2
WM,2018-03-31,Fundulidae,F. chrysotus,39.12960606060606,13,13
WM,2018-03-31,Poeciliidae,G. affinis,39.12960606060606,32.05,32.05
WM,2018-03-31,Centrarchidae,L. macrochirus,39.12960606060606,100.352,100.352
WM,2018-03-31,Leuciscidae,N. texanus,39.12960606060606,52.1146,31.08
WM,2018-03-31,Leuciscidae,P. vigilax,39.12960606060606,52.1146,42
WM,2018-05-04,Leuciscidae,C. lutrensis,76.72167441860465,55.60000000000001,55.60000000000001
WM,2018-05-04,Clupeidae,D. cepedianum,76.72167441860465,130.32000000000002,130.32000000000002
WM,2018-05-04,Poeciliidae,G. affinis,76.72167441860465,30.933333333333334,30.933333333333334
WM,2018-05-04,Centrarchidae,L. cyanellus,76.72167441860465,78.17133333333334,49.588
WM,2018-05-04,Centrarchidae,L. gulosus,76.72167441860465,78.17133333333334,51
WM,2018-05-04,Centrarchidae,L. macrochirus,76.72167441860465,78.17133333333334,81.7152
WM,2018-05-04,Centrarchidae,L. megalotis,76.72167441860465,78.17133333333334,80.40870588235295
WM,2018-05-04,Lepisosteidae,L. oculatus,76.72167441860465,386.5,386.5
WM,2018-06-04,Ictaluridae,A. natalis,111.15273076923077,176.225,176.225
WM,2018-06-04,Aphredoderidae,A. sayanus,111.15273076923077,47,47
WM,2018-06-04,Leuciscidae,C. venusta,111.15273076923077,70.336,70.336
WM,2018-06-04,Clupeidae,D. cepedianum,111.15273076923077,170.502,170.502
WM,2018-06-04,Poeciliidae,G. affinis,111.15273076923077,35.714285714285715,35.714285714285715
WM,2018-06-04,Centrarchidae,L. gulosus,111.15273076923077,77.3406,92
WM,2018-06-04,Centrarchidae,L. megalotis,111.15273076923077,77.3406,75.71177777777778
WM,2018-06-04,Lepisosteidae,L. oculatus,111.15273076923077,395,395
WM,2018-09-01,Ictaluridae,A. melas,62.619925925925926,59.766000000000005,83
WM,2018-09-01,Aphredoderidae,A. sayanus,62.619925925925926,48.857142857142854,48.857142857142854
WM,2018-09-01,Leuciscidae,C. lutrensis,62.619925925925926,39.437000000000005,35.584
WM,2018-09-01,Poeciliidae,G. affinis,62.619925925925926,25.666666666666668,25.666666666666668
WM,2018-09-01,Ictaluridae,I. punctatus,62.619925925925926,59.766000000000005,48.149
WM,2018-09-01,Centrarchidae,L. auritus,62.619925925925926,77.2819393939394,64.666
WM,2018-09-01,Centrarchidae,L. cyanellus,62.619925925925926,77.2819393939394,111.32
WM,2018-09-01,Centrarchidae,L. gulosus,62.619925925925926,77.2819393939394,61.25
WM,2018-09-01,Centrarchidae,L. macrochirus,62.619925925925926,77.2819393939394,54.12571428571429
WM,2018-09-01,Centrarchidae,L. megalotis,62.619925925925926,77.2819393939394,78.00955555555555
WM,2018-09-01,Centrarchidae,M. salmoides,62.619925925925926,77.2819393939394,281.6
WM,2018-09-01,Leuciscidae,N. texanus,62.619925925925926,39.437000000000005,43.290000000000006
WM,2020-01-14,Pecidae,E. gracile,60.764044943820224,46,46
WM,2020-01-14,Poeciliidae,G. affinis,60.764044943820224,38.15384615384615,38.15384615384615
WM,2020-01-14,Centrarchidae,L. cyanellus,60.764044943820224,66.52173913043478,61.130434782608695
WM,2020-01-14,Centrarchidae,L. gulosus,60.764044943820224,66.52173913043478,65.84615384615384
WM,2020-01-14,Centrarchidae,L. macrochirus,60.764044943820224,66.52173913043478,88.33333333333333
WM,2020-01-14,Centrarchidae,L. megalotis,60.764044943820224,66.52173913043478,60.38095238095238
WM,2020-05-30,Leuciscidae,C. venusta,64.725,53.333333333333336,53.333333333333336
WM,2020-05-30,Poeciliidae,G. affinis,64.725,35.476190476190474,35.476190476190474
WM,2020-05-30,Centrarchidae,L. cyanellus,64.725,76.30357142857143,52.25
WM,2020-05-30,Centrarchidae,L. macrochirus,64.725,76.30357142857143,95.66666666666667
WM,2020-05-30,Centrarchidae,L. megalotis,64.725,76.30357142857143,74.625
WM,2020-05-30,Centrarchidae,M. salmoides,64.725,76.30357142857143,195
WM,2020-09-08,Aphredoderidae,A. sayanus,55.470588235294116,80,80
WM,2020-09-08,Poeciliidae,G. affinis,55.470588235294116,40,40
WM,2020-09-08,Centrarchidae,L. cyanellus,55.470588235294116,55.1875,65
WM,2020-09-08,Centrarchidae,L. gulosus,55.470588235294116,55.1875,64
WM,2020-09-08,Centrarchidae,L. macrochirus,55.470588235294116,55.1875,84
WM,2020-09-08,Centrarchidae,L. megalotis,55.470588235294116,55.1875,46.43478260869565
WM,2020-09-08,Centrarchidae,M. salmoides,55.470588235294116,55.1875,124
WM,2020-11-05,Aphredoderidae,A. sayanus,59.906666666666666,59.333333333333336,59.333333333333336
WM,2020-11-05,Leuciscidae,C. venusta,59.906666666666666,50.5,50.5
WM,2020-11-05,Poeciliidae,G. affinis,59.906666666666666,28.916666666666668,28.916666666666668
WM,2020-11-05,Centrarchidae,L. cyanellus,59.906666666666666,67.25,47.6
WM,2020-11-05,Centrarchidae,L. gulosus,59.906666666666666,67.25,77.38461538461539
WM,2020-11-05,Centrarchidae,L. macrochirus,59.906666666666666,67.25,71
WM,2020-11-05,Centrarchidae,L. megalotis,59.906666666666666,67.25,63.526315789473685
WM,2020-11-05,Centrarchidae,L. microlophus,59.906666666666666,67.25,84
WM,2020-11-05,Centrarchidae,M. salmoides,59.906666666666666,67.25,164.5
